"Anatomical Structures, Cell Types and Biomarkers Table for Single Lobe Lung v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Gloria Pryhuber; Xin Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-9185-3994; 0000-0001-8387-4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Jeff Whitsett; Ed Morrisey; Martijn Nawijn; Purushotha Tata; Ansley Conchola; Kristin Ardlie;  Ellen Quardokus ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0003-1668-5174; 0000-0001-5785-1939;  0000-0003-3372-6521; 0000-0003-4837-0337; 0000-0002-2385-6712; 0000-0003-4272-6283; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"DOI: 10.1038/s41586-020-2922-4; DOI: 10.1152/physrev.00001.2018; DOI: 10.1038/s41586-018-0394-6; DOI:10.1172/jci.insight.90558; DOI: 10.1126/sciadv.aba1983; DOI: 10.7554/eLife.62522; DOI: 10.1164/rccm.201911-2199OC; Gray's Anatomy The Anatomical Basis of Clinical Practice ed.Standring, S. Elsevier. 2021 ISBN:978-0-7020-7705-0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM396.QVLQ.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5/6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/1/Notes,AS/2,AS/2/LABEL,AS/2/ID,AS/2/Notes,AS/3,AS/3/LABEL,AS/3/ID,AS/3/Notes,AS/4,AS/4/LABEL,AS/4/ID,AS/4/Notes,AS/5,AS/5/LABEL,AS/5/ID,AS/5/Notes,AS/6,AS/6/LABEL,AS/6/ID,AS/6/Notes,AS/7,AS/7/LABEL,AS/7/ID,AS/7/Notes,AS/8,AS/8/LABEL,AS/8/ID,AS/8/Notes,AS/9,AS/9/LABEL,AS/9/ID,AS/9/Notes,AS/10,AS/10/LABEL,AS/10/ID,AS/10/Notes,AS/11,AS/11/LABEL,AS/11/ID,AS/11/Notes,AS/12,AS/12/LABEL,AS/12/ID,AS/12/Notes,AS/13,AS/13/LABEL,AS/13/ID,AS/13/Notes,AS/14,AS/14/LABEL,AS/14/ID,AS/14/Notes,AS/15,AS/15/LABEL,AS/15/ID,AS/15/Notes,AS/16,AS/16/LABEL,AS/16/ID,AS/16/Notes,AS/17,AS/17/LABEL,AS/17/ID,AS/17/Notes,AS/18,AS/18/LABEL,AS/18/ID,AS/18/Notes,AS/19,AS/19/LABEL,AS/19/ID,AS/19/Notes,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,CT/2,CT/2/LABEL,CT/2/ID,CT/2/NOTES,Ref/1,Ref/1/DOI,Ref/1/NOTES,AS-CT Notes,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/1/Notes,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/2,REF/2/DOI
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lymphoid cells of lung,lymphocyte,CL:0000542,,B cell,B cell,CL:0000236,,34030460,doi: 10.1161/CIRCULATIONAHA.120.052318. ,"Schupp JC, Adams TS, Cosme C, Jr., Raredon MSB, Yuan Y, Omote N, Poli S, Chioccioli M, Rose KA, Manning EP, Sauler M, DeIuliis G, Ahangari F, Neumark N, Habermann AC, Gutierrez AJ, Bui LT, Lafyatis R, Pierce RW, Meyer KB, Nawijn MC, Teichmann SA, Banovich NE, Kropski JA, Niklason LE, Pe'er D, Yan X, Homer RJ, Rosas IO, Kaminski N. Integrated Single-Cell Atlas of Endothelial Cells of the Human Lung. Circulation. 2021;144(4):286-302.",,CD79A,CD79a molecule,HGNC:1698,CD22,CD22 molecule,HGNC:1643,BANK1,B cell scaffold protein with ankyrin repeats 1,HGNC:18233,MS4A1,membrane spanning 4-domains A1,HGNC:7315,,,,,CD20,membrane spanning 4-domains A1,HGNC:7315,CD19,CD19 molecule,HGNC:1633,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lymphoid cells of lung,lymphocyte,CL:0000542,,plasma cell,plasma cell,CL:0000786,,33419014,doi: 10.3390/vaccines9010024,"Booth JS, Toapanta FR. B and T Cell Immunity in Tissues and Across the Ages. Vaccines (Basel). 2021;9(1).",,SDC1,syndecan 1,HGNC:10658,CD38,CD38 molecule,HGNC:1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lymphoid cells of lung,lymphocyte,CL:0000542,,CD4+ T cell effector memory,CD4+ T cell effector memory,CL:0000905,,31120158,doi: 10.1111/imcb.12272,"Soon MS, Engel JA, Lee HJ, Haque A. Development of circulating CD4(+) T-cell memory. Immunol Cell Biol. 2019;97(7):617-24.",,CD3E,CD3e molecule,HGNC:1674,CD4,CD4 molecule,HGNC:1678,,,,,,,,,,,CD3e,CD3e molecule,HGNC:1674,CD4,CD4 molecule,HGNC:1678,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lymphoid cells of lung,lymphocyte,CL:0000542,,CD4+ T cell naive,CD4+ T cell naive,CL:0000895,,33590946,doi: 10.1111/febs.15770,"Zhang H, Weyand CM, Goronzy JJ. Hallmarks of the aging T-cell system. FEBS J. 2021;288(24):7123-42.",,CD3E,CD3e molecule,HGNC:1674,CCR7,C-C motif chemokine receptor 7,HGNC:1608,LEF1,lymphoid enhancer binding factor 1,HGNC:6551,,,,,,,,CD3e,CD3e molecule,HGNC:1674,CD4,CD4 molecule,HGNC:1678,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lymphoid cells of lung,lymphocyte,CL:0000542,,CD4+ T cell resident memory,,,Adding to CL,33603755,doi: 10.3389/fimmu.2020.624411,"Qian Y, Zhu Y, Li Y, Li B. Legend of the Sentinels: Development of Lung Resident Memory T Cells and Their Roles in Diseases. Front Immunol. 2020;11:624411. Epub 2021/02/20. doi: 10.3389/fimmu.2020.624411. PubMed PMID: ; PMCID: PMC7884312.",,CD69,CD69 molecule,HGNC:1694,CD44,CD44 molecule (Indian blood group),HGNC:1681,CD4,CD4 molecule,HGNC:1678,,,,,,,,CD3e,CD3e molecule,HGNC:1674,CD4,CD4 molecule,HGNC:1678,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lymphoid cells of lung,lymphocyte,CL:0000542,,CD8+ T cell effector memory,CD8+ T cell effector memory,CL:0000913,,32839203,doi: 10.1101/cshperspect.a037796,"Parga-Vidal L, van Gisbergen K. Area under Immunosurveillance: Dedicated Roles of Memory CD8 T-Cell Subsets. Cold Spring Harb Perspect Biol. 2020;12(11).",,CD8A,CD8a molecule,HGNC:1706,CD3e,CD3e molecule,HGNC:1674,CD3D,CD3d molecule,HGNC:1673,,,,,,,,CD3e,CD3e molecule,HGNC:1674,CD8A,CD8a molecule,HGNC:1706,CD8B,CD8b molecule,HGNC:1707,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lymphoid cells of lung,lymphocyte,CL:0000542,,CD8+ T cell resident memory,,,Adding to CL,31265968,doi: 10.1016/j.coi.2019.05.011,"Snyder ME, Farber DL. Human lung tissue resident memory T cells in health and disease. Curr Opin Immunol. 2019;59:101-8. Epub 2019/07/03. doi: 10.1016/j.coi.2019.05.011. PubMed PMID: 31265968; PMCID: PMC6774897.",,CD8A,CD8a molecule,HGNC:1706,CD3e,CD3e molecule,HGNC:1674,NOTCH1,notch receptor 1,HGNC:7881,ITGA1,integrin subunit alpha 1,HGNC:6134,ITGAE,integrin subunit alpha E,HGNC:6147,,CD3e,CD3e molecule,HGNC:1674,CD8A,CD8a molecule,HGNC:1706,CD69,CD69 molecule,HGNC:1694,CD103,integrin subunit alpha E,HGNC:6147,CD49a,integrin subunit alpha 1,HGNC:6134,CD44,CD44 molecule (Indian blood group),HGNC:1681,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lymphoid cells of lung,lymphocyte,CL:0000542,,mucosal invariant T cell,mucosal invariant T cell,CL:0000940,,33358567,oi: 10.1016/j.molimm.2020.12.017,"Klenerman P, Hinks TSC, Ussher JE. Biological functions of MAIT cells in tissues. Mol Immunol. 2021;130:154-8",,KLRB1,killer cell lectin like receptor B1,HGNC:6373,PRF1,perforin 1,HGNC:9360,KLRG1,killer cell lectin like receptor G1,HGNC:6380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lymphoid cells of lung,lymphocyte,CL:0000542,,regulatory T cell,regulatory T cell,CL:0000815,,33267824,doi: 10.1186/s12967-020-02632-1; doi: 10.1155/2019/1907807.,Khan MA. Regulatory T cells mediated immunomodulation during asthma: a therapeutic standpoint. J Transl Med. 2020;18(1):456,,FOXP3,forkhead box P3,HGNC:6106,CTLA4,cytotoxic T-lymphocyte associated protein 4,HGNC:2505,TNFRSF4,TNF receptor superfamily member 4,HGNC:11918,RTKN2,rhotekin 2,HGNC:19364,FANK1,fibronectin type III and ankyrin repeat domains 1,HGNC:23527,,FOXP3,forkhead box P3,HGNC:6106,CTLA4,cytotoxic T-lymphocyte associated protein 4,HGNC:2505,TNFRSF4,TNF receptor superfamily member 4,HGNC:11918,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,myeloid cell,myeloid cell,CL:0000763,,migratory dendritic cell,,,Adding to CL,32832599,doi: 10.1126/sciadv.aba1983,"Adams TS, Schupp JC, Poli S, Ayaub EA, Neumark N, Ahangari F, Chu SG, Raby BA, DeIuliis G, Januszyk M, Duan Q, Arnett HA, Siddiqui A, Washko GR, Homer R, Yan X, Rosas IO, Kaminski N. Single-cell RNA-seq reveals ectopic and aberrant lung-resident cell populations in idiopathic pulmonary fibrosis. Sci Adv. 2020;6(28):eaba1983.",,CCR7,C-C motif chemokine receptor 7,HGNC:1608,CCL19,C-C motif chemokine ligand 19,HGNC:10617,LAD1,ladinin 1,HGNC:6472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,myeloid cell,myeloid cell,CL:0000763,,cDC1 myeloid dendritic cell,myeloid dendritic cell cDC1,CL:0002394,,31670391,doi: 10.1111/imm.13143,"Ardain A, Marakalala MJ, Leslie A. Tissue-resident innate immunity in the lung. Immunology. 2020;159(3):245-56. ",,CD141,thrombomodulin,HGNC:11784,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",HGNC:4948,CLEC9A,C-type lectin domain containing 9A,HGNC:26705,CADM1,cell adhesion molecule 1,HGNC:5951,FLT3,fms related receptor tyrosine kinase 3,HGNC:3765,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,myeloid cell,myeloid cell,CL:0000763,,Interstitial macrophage,Interstitial macrophage,LMHA:00213,,33155728,doi: 10.1002/JLB.3RU0720-418R,"Shi T, Denney L, An H, Ho LP, Zheng Y. Alveolar and lung interstitial macrophages: Definitions, functions, and roles in lung fibrosis. J Leukoc Biol. 2021;110(1):107-14. ",,STAB1,stabilin 1,HGNC:18628,PPARG,peroxisome proliferator activated receptor gamma,HGNC:9236,IGSF21,immunoglobin superfamily member 21,HGNC:28246,FOLR2,folate receptor beta,HGNC:3793,SLC40A1,solute carrier family 40 member 1,HGNC:10909,,CD68,macrosialin,HGNC:1693,CD45,protein tyrosine phosphatase receptor type C,HGNC:9666,CD86,CD86 molecule,HGNC:1705,CX3CR1,C-X3-C motif chemokine receptor 1,HGNC:2558,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,myeloid cell,myeloid cell,CL:0000763,,alveolar macrophage,alveolar macrophage,CL:0000583,,29370889,doi.org/10.1016/j.cellimm.2018.01.005; doi: 10.1164/rccm.201911-2105OC,"N Joshi, JM Walter, AV Misharin Alveolar Macrophages; Hume PS, Gibbings SL, Jakubzick CV, Tuder RM, Curran-Everett D, Henson PM, Smith BJ, Janssen WJ. Localization of Macrophages in the Human Lung via Design-based Stereology. Am J Respir Crit Care Med. 2020;201(10):1209-17. ",,MRC1,mannose receptor C-type 1,HGNC:7228,MARCO,macrophage receptor with collagenous structure,HGNC:6895,CD163,CD163 molecule,HGNC:1631,CD11c,integrin subunit alpha X,HGNC:6152,FABP4,fatty acid binding protein 4,HGNC:3559,,CD68,macrosialin,HGNC:1693,CD45,protein tyrosine phosphatase receptor type C,HGNC:9666,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,myeloid cell,myeloid cell,CL:0000763,,classical monocyte,classical monocyte,CL:0000860,,31543877,doi: 10.3389/fimmu.2019.02035,"Kapellos TS, Bonaguro L, Gemund I, Reusch N, Saglam A, Hinkley ER, Schultze JL. Human Monocyte Subsets and Phenotypes in Major Chronic Inflammatory Diseases. Front Immunol. 2019;10:2035",,CD14,CD14 molecule,HGNC:1628,S100A9,S100 calcium binding protein A9,HGNC:10499,VCAN,versican,HGNC:2464,CCR2,C-C motif chemokine receptor 2,HGNC:1603,FCN1,ficolin 1,HGNC:3623,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,myeloid cell,myeloid cell,CL:0000763,,non-classical monocyte,non-classical monocyte,CL:0000875,,31543877,doi: 10.3389/fimmu.2019.02035,"Kapellos TS, Bonaguro L, Gemund I, Reusch N, Saglam A, Hinkley ER, Schultze JL. Human Monocyte Subsets and Phenotypes in Major Chronic Inflammatory Diseases. Front Immunol. 2019;10:2035",,MS4A7,membrane spanning 4-domains A7,HGNC:13378,CSF1R,colony stimulating factor 1 receptor,HGNC:2433,RGS18,regulator of G protein signaling 18,HGNC:14261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,myeloid cell,myeloid cell,CL:0000763,,cDC2 myeloid dendritic cell,myeloid dendritic cell cDC2,CL:0002399,,31670391,doi: 10.1111/imm.13143,"Ardain A, Marakalala MJ, Leslie A. Tissue-resident innate immunity in the lung. Immunology. 2020;159(3):245-56. ",,CD1c,CD1c molecule,HGNC:1636,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",HGNC:4948,CLEC10A,C-type lectin domain containing 10A,HGNC:16916,FCGR2B,Fc fragment of IgG receptor IIb,HGNC:3618,SIRPa/CD172a,signal regulatory protein alpha,HGNC:9662,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,myeloid cell,myeloid cell,CL:0000763,,plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,,31670391,doi: 10.1111/imm.13143,"Ardain A, Marakalala MJ, Leslie A. Tissue-resident innate immunity in the lung. Immunology. 2020;159(3):245-56. ",,IL3RA,interleukin 3 receptor subunit alpha,HGNC:6012,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",HGNC:4948,CLEC4C,C-type lectin domain family 4 member C,HGNC:13258,NRP1,neuropilin 1,HGNC:8004,CXCR3,C-X-C motif chemokine receptor 3,HGNC:4540,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,myeloid cell,myeloid cell,CL:0000763,,alveolar macrophage proliferating,,,Adding to CL,NA,NA,"Mishrin, 2021 Unpublished",,NUSAP1,nucleolar and spindle associated protein 1,HGNC:18538,CDK1,cyclin dependent kinase 1,HGNC:1722,MRC1/CD206 ,mannose receptor C-type 1,HGNC:7228,PTPRC/CD45,protein tyrosine phosphatase receptor type C,HGNC:9666,SIGLEC1,sialic acid binding Ig like lectin 1,HGNC:11127,,CD68,macrosialin,HGNC:1693,CD45,protein tyrosine phosphatase receptor type C,HGNC:9666,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,myeloid cell,myeloid cell,CL:0000763,,alveolar macrophage CCL3+,,,Adding to CL,NA,NA,"Mishrin, 2021 Unpublished",,CCL3,C-C motif chemokine ligand 3,HGNC:10627,CD206 ,mannose receptor C-type 1,HGNC:7228,PTPRC/CD45,protein tyrosine phosphatase receptor type C,HGNC:9666,SIGLEC1,sialic acid binding Ig like lectin 1,HGNC:11127,,,,,CD68,macrosialin,HGNC:1693,CD45,protein tyrosine phosphatase receptor type C,HGNC:9666,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,,respiratory tract,respiratory tract,UBERON:0000065,,lower respiratory tract,lower respiratory tract,UBERON:0001558,,pair of lungs,pair of lungs,UBERON:0000170,,Lung,Lung,UBERON:0002048,,Lung Lobe,Lobe of Lung,UBERON:0000101,,Immune System of Respiratory Tract,immune system,UBERON:0002405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,myeloid cell,myeloid cell,CL:0000763,,alveolar macrophage MT-positive,,,Adding to CL,NA,NA,"Mishrin, 2021 Unpublished",,MT1X,metallothionein 1X,HGNC:7405,MT1E,metallothionein 1E,HGNC:7397,MRC1/CD206 ,mannose receptor C-type 1,HGNC:7228,PTPRC/CD45,protein tyrosine phosphatase receptor type C,HGNC:9666,SIGLEC1,sialic acid binding Ig like lectin 1,HGNC:11127,,CD68,macrosialin,HGNC:1693,CD45,protein tyrosine phosphatase receptor type C,HGNC:9666,,,,,,,,,,,,,,,,,
