"Anatomical Structures, Cell Types and Biomarkers Table for Ovary v1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,"Kathleen O'Neill; Monica M Laronda, Jacqueline Maher, Veronica Gomez-Lobo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0003-1980-6840; 0000-0001-7840-4695; 0000-0001-5336-2943; 0000-0001-9396-2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Richard LeDuc; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6951-2923; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"DOI: 10.1093/oxfordjournals.humrep.a136365; doi:10.1016/bs.vh.2018.01.017; doi:10.2741/s140; Goldblum, J. R., Lamps, L. W, McKenney, J. K., Myers, J. L., Ackerman, L. V., & Rosai, J. Rosai and Ackerman's surgical pathology. 11th edition. https://www.histology.leeds.ac.uk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM825.SJZF.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5/6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/1/NOTE,AS/1/ABBR,AS/2,AS/2/LABEL,AS/2/ID,AS/2/NOTE,AS/2/ABBR,AS/3,AS/3/LABEL,AS/3/ID,AS/3/NOTE,AS/3/ABBR,AS/4,AS/4/LABEL,AS/4/ID,AS/4/NOTE,AS/4/ABBR,AS/5,AS/5/LABEL,AS/5/ID,AS/5/NOTE,AS/5/ABBR,AS/6,AS/6/LABEL,AS/6/ID,AS/6/NOTE,AS/6/ABBR,AS/7,AS/7/LABEL,AS/7/ID,AS/7/NOTE,AS/7/ABBR,AS/8,AS/8/LABEL,AS/8/ID,AS/8/NOTE,AS/8/ABBR,AS/9,AS/9/LABEL,AS/9/ID,AS/9/NOTE,AS/9/ABBR,AS/10,AS/10/LABEL,AS/10/ID,AS/10/NOTE,AS/10/ABBR,AS/11,AS/11/LABEL,AS/11/ID,AS/11/NOTE,AS/11/ABBR,AS/12,AS/12/LABEL,AS/12/ID,AS/12/NOTE,AS/12/ABBR,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTE,CT/1/ABBR,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/1/NOTE,BProtein/1/ABBR,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/2/NOTE,BProtein/2/ABBR,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/3/NOTE,BProtein/3/ABBR,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/4/NOTE,BProtein/4/ABBR,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/5/NOTE,BProtein/5/ABBR,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,BProtein/6/NOTE,BProtein/6/ABBR,BProtein/7,BProtein/7/LABEL,BProtein/7/ID,BProtein/7/NOTE,BProtein/7/ABBR,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES,REF/3,REF/3/DOI,REF/3/NOTES,Ref/4,REF/4/DOI,REF/4/NOTES,REF/5,REF/5/DOI,REF//5/NOTES
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior mesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,selection antral follicle,,,,,zona pellucida,,UBERON:0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior mesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,dominance antral follicle,,,,,cumulus oophorus oocyte complex,,,,,,,,,,,,,,,,,,,,primary oocyte,,CL:0000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,doi:10.1210/er.2018-00085,doi:10.1210/er.2018-00085,"Richards JS, Ren YA, Candelaria N, Adams JE, Rajkovic A. Ovarian Follicular Theca Cell Recruitment, Differentiation, and Impact on Fertility: 2017 Update. Endocr Rev. 2018;39(1):1-20.",,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior mesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,dominance antral follicle,,,,,zona pellucida,,UBERON:0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior mesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,ovulatory antral follicle,mature ovarian follicle,UBERON:0003982,,,cumulus oophorus oocyte complex,,,,,,,,,,,,,,,,,,,,primary oocyte,,CL:0000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,doi:10.1210/er.2018-00085,doi:10.1210/er.2018-00085,"Richards JS, Ren YA, Candelaria N, Adams JE, Rajkovic A. Ovarian Follicular Theca Cell Recruitment, Differentiation, and Impact on Fertility: 2017 Update. Endocr Rev. 2018;39(1):1-20.",,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior mesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,ovulatory antral follicle,mature ovarian follicle,UBERON:0003982,,,zona pellucida,,UBERON:0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central inferior ovary,,,,,central inferior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,selection antral follicle,,,,,follicular antrum,,UBERON:0000039,,,follicular fluid,,UBERON:0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central inferior ovary,,,,,central inferior mesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,luteinized unruptured follicle,,,,,theca cell layer,,UBERON:0000155,,,theca externa,,UBERON:0000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central inferior ovary,,,,,central inferior mesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,luteinized unruptured follicle,,,,,theca cell layer,,UBERON:0000155,,,theca externa,,UBERON:0000156,,,,,,,,,,,,,,,,,,theca cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central inferior ovary,,,,,central inferior mesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,luteinized unruptured follicle,,,,,theca cell layer,,UBERON:0000155,,,theca interna,,UBERON:0000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central inferior ovary,,,,,central inferior mesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,luteinized unruptured follicle,,,,,theca cell layer,,UBERON:0000155,,,theca interna,,UBERON:0000157,,,,,,,,,,,,,,,,,,theca cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,postovulatory follicle,,UBERON:2001571,,,theca cell layer,,UBERON:0000155,,,theca externa,,UBERON:0000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,postovulatory follicle,,UBERON:2001571,,,theca cell layer,,UBERON:0000155,,,theca externa,,UBERON:0000156,,,,,,,,,,,,,,,,,,theca cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,postovulatory follicle,,UBERON:2001571,,,theca cell layer,,UBERON:0000155,,,theca interna,,UBERON:0000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,postovulatory follicle,,UBERON:2001571,,,theca cell layer,,UBERON:0000155,,,theca interna,,UBERON:0000157,,,,,,,,,,,,,,,,,,theca cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,atretic follicle of ovary,,UBERON:0007180,,,theca cell layer,,UBERON:0000155,,,theca externa,,UBERON:0000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,atretic follicle of ovary,,UBERON:0007180,,,theca cell layer,,UBERON:0000155,,,theca externa,,UBERON:0000156,,,,,,,,,,,,,,,,,,theca cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,atretic follicle of ovary,,UBERON:0007180,,,theca cell layer,,UBERON:0000155,,,theca interna,,UBERON:0000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,atretic follicle of ovary,,UBERON:0007180,,,theca cell layer,,UBERON:0000155,,,theca interna,,UBERON:0000157,,,,,,,,,,,,,,,,,,theca cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,hemorrhagic anovulatory follicle,,,,,theca cell layer,,UBERON:0000155,,,theca externa,,UBERON:0000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,hemorrhagic anovulatory follicle,,,,,theca cell layer,,UBERON:0000155,,,theca externa,,UBERON:0000156,,,,,,,,,,,,,,,,,,theca cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,hemorrhagic anovulatory follicle,,,,,theca cell layer,,UBERON:0000155,,,theca interna,,UBERON:0000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,hemorrhagic anovulatory follicle,,,,,theca cell layer,,UBERON:0000155,,,theca interna,,UBERON:0000157,,,,,,,,,,,,,,,,,,theca cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovary,,UBERON:0000992,,,lateral ovary,,,,,lateral inferior ovary,,,,,lateral inferior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,early antral follicle,,,,,cumulus oophorus oocyte complex,,,,,,,,,,,,,,,,,,,,primary oocyte,,CL:0000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,doi:10.1210/er.2018-00085,doi:10.1210/er.2018-00085,"Richards JS, Ren YA, Candelaria N, Adams JE, Rajkovic A. Ovarian Follicular Theca Cell Recruitment, Differentiation, and Impact on Fertility: 2017 Update. Endocr Rev. 2018;39(1):1-20.",,,,,,,,,
ovary,,UBERON:0000992,,,lateral ovary,,,,,lateral inferior ovary,,,,,lateral inferior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,early antral follicle,,,,,zona pellucida,,UBERON:0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,lateral ovary,,,,,lateral inferior ovary,,,,,lateral inferior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,pre-selection antral follicle,,,,,cumulus oophorus oocyte complex,,,,,,,,,,,,,,,,,,,,primary oocyte,,CL:0000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,doi:10.1210/er.2018-00085,doi:10.1210/er.2018-00085,"Richards JS, Ren YA, Candelaria N, Adams JE, Rajkovic A. Ovarian Follicular Theca Cell Recruitment, Differentiation, and Impact on Fertility: 2017 Update. Endocr Rev. 2018;39(1):1-20.",,,,,,,,,
ovary,,UBERON:0000992,,,lateral ovary,,,,,lateral inferior ovary,,,,,lateral inferior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,pre-selection antral follicle,,,,,zona pellucida,,UBERON:0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,lateral ovary,,,,,lateral inferior ovary,,,,,lateral inferior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,selection antral follicle,,,,,cumulus oophorus oocyte complex,,,,,,,,,,,,,,,,,,,,primary oocyte,,CL:0000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,doi:10.1210/er.2018-00085,doi:10.1210/er.2018-00085,"Richards JS, Ren YA, Candelaria N, Adams JE, Rajkovic A. Ovarian Follicular Theca Cell Recruitment, Differentiation, and Impact on Fertility: 2017 Update. Endocr Rev. 2018;39(1):1-20.",,,,,,,,,
ovary,,UBERON:0000992,,,lateral ovary,,,,,lateral inferior ovary,,,,,lateral inferior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,selection antral follicle,,,,,zona pellucida,,UBERON:0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,lateral ovary,,,,,lateral inferior ovary,,,,,lateral inferior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,dominance antral follicle,,,,,cumulus oophorus oocyte complex,,,,,,,,,,,,,,,,,,,,primary oocyte,,CL:0000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,doi:10.1210/er.2018-00085,doi:10.1210/er.2018-00085,"Richards JS, Ren YA, Candelaria N, Adams JE, Rajkovic A. Ovarian Follicular Theca Cell Recruitment, Differentiation, and Impact on Fertility: 2017 Update. Endocr Rev. 2018;39(1):1-20.",,,,,,,,,
ovary,,UBERON:0000992,,,lateral ovary,,,,,lateral inferior ovary,,,,,lateral inferior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,dominance antral follicle,,,,,zona pellucida,,UBERON:0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,lateral ovary,,,,,lateral inferior ovary,,,,,lateral inferior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,ovulatory antral follicle,mature ovarian follicle,UBERON:0003982,,,cumulus oophorus oocyte complex,,,,,,,,,,,,,,,,,,,,primary oocyte,,CL:0000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,doi:10.1210/er.2018-00085,doi:10.1210/er.2018-00085,"Richards JS, Ren YA, Candelaria N, Adams JE, Rajkovic A. Ovarian Follicular Theca Cell Recruitment, Differentiation, and Impact on Fertility: 2017 Update. Endocr Rev. 2018;39(1):1-20.",,,,,,,,,
ovary,,UBERON:0000992,,,lateral ovary,,,,,lateral inferior ovary,,,,,lateral inferior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,ovulatory antral follicle,mature ovarian follicle,UBERON:0003982,,,zona pellucida,,UBERON:0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central inferior ovary,,,,,central inferior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,antral follicle,,,,,dominance antral follicle,,,,,follicular antrum,,UBERON:0000039,,,follicular fluid,,UBERON:0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,luteinized unruptured follicle,,,,,theca cell layer,,UBERON:0000155,,,theca externa,,UBERON:0000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,luteinized unruptured follicle,,,,,theca cell layer,,UBERON:0000155,,,theca externa,,UBERON:0000156,,,,,,,,,,,,,,,,,,theca cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,luteinized unruptured follicle,,,,,theca cell layer,,UBERON:0000155,,,theca interna,,UBERON:0000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior antimesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,luteinized unruptured follicle,,,,,theca cell layer,,UBERON:0000155,,,theca interna,,UBERON:0000157,,,,,,,,,,,,,,,,,,theca cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior mesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,postovulatory follicle,,UBERON:2001571,,,theca cell layer,,UBERON:0000155,,,theca externa,,UBERON:0000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior mesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,postovulatory follicle,,UBERON:2001571,,,theca cell layer,,UBERON:0000155,,,theca externa,,UBERON:0000156,,,,,,,,,,,,,,,,,,theca cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ovary,,UBERON:0000992,,,central ovary,,,,,central superior ovary,,,,,central superior mesenteric ovary,,,,,ovarian cortex,,UBERON:0013191,,,ovarian follicle,,UBERON:0001305,,,postovulatory follicle,,UBERON:2001571,,,theca cell layer,,UBERON:0000155,,,theca interna,,UBERON:0000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doi:10.1093/oxfordjournals.humrep.a136365,doi:10.1093/oxfordjournals.humrep.a136365,PMID: 3558758,,,,,,,,,,,,
